Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,cancelled_Rides_by_Customer,cancelled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
15-07-2026 10:21,10:21:59 AM,CNR4762792966,Canceled by Driver,CID9852853,Mini,Aundh,Magarpatta,,,,More than permitted people in there,,,,,,,
20-07-2026 07:17,07:17:14 AM,CNR7398935748,Success,CID2626462,Auto,Chinchwad,Kharadi,40,64,,,Yes,Customer Demand,275,Debit Card,15,2,4.8
09-07-2026 04:22,04:22:48 AM,CNR2247825937,Canceled by Customer,CID8677317,Mini,Dighi,Koregaon Park,,,AC is not working,,,,,,,,
10-07-2026 13:01,01:01:44 PM,CNR6329370294,Canceled by Driver,CID7373119,Prime Plus,Ravet,Narhe,,,,Personal & Car related issues,,,,,,,
01-07-2026 01:02,01:02:04 AM,CNR8757255071,Success,CID8068067,Prime Sedan,Shivajinagar,Aundh,70,128,,,No,,303,Credit Card,11,3.2,4.7
03-07-2026 03:21,03:21:09 AM,CNR9925398758,Success,CID4480389,Mini,Kharadi,Chinchwad,266,76,,,No,,565,Credit Card,17,1,2.5
06-07-2026 01:39,01:39:25 AM,CNR1765279397,Success,CID9740869,Auto,Swargate,Undri,307,145,,,No,,245,Credit Card,13,4.8,5
20-07-2026 07:40,07:40:23 AM,CNR6562549578,Success,CID9781836,Auto,Wakad,Kondhwa,120,65,,,No,,80,UPI,2,2,2.5
07-07-2026 11:11,11:11:45 AM,CNR8140273460,Canceled by Customer,CID9382090,Prime Sedan,Mundhwa,Keshav Nagar,,,Driver asked to cancel,,,,,,,,
05-07-2026 11:19,11:19:27 AM,CNR1817035006,Driver not found,CID7794898,Bike,Akurdi,Aundh,,,,,,,,,,,
19-07-2026 13:32,01:32:00 PM,CNR1121066529,Driver not found,CID1207134,Auto,Katraj,Vishrantwadi,,,,,,,,,,,
20-07-2026 16:26,04:26:00 PM,CNR2809461803,Success,CID6075442,Prime Sedan,Katraj,Magarpatta,244,103,,,No,,395,Cash,15,4.7,4.2
03-07-2026 16:54,04:54:38 PM,CNR7400285827,Canceled by Driver,CID4566720,Prime Sedan,Katraj,Bavdhan,,,,Customer related issue,,,,,,,
24-07-2026 10:59,10:59:59 AM,CNR7585283738,Canceled by Driver,CID3407076,Prime Plus,Kothrud,Dhayari,,,,More than permitted people in there,,,,,,,
19-07-2026 11:11,11:11:06 AM,CNR9584620635,Success,CID3712133,Auto,Baner,Dighi,271,115,,,Yes,Vehicle Breakdown,376,Cash,15,5,4.5
12-07-2026 01:57,01:57:32 AM,CNR7663022960,Success,CID3969527,Mini,Bibwewadi,Mundhwa,101,108,,,No,,336,UPI,11,4.2,4.8
31-07-2026 23:19,11:19:08 PM,CNR6151145691,Success,CID1738069,Bike,Pirangut,Dhankawadi,239,114,,,No,,205,UPI,10,2,4.2
01-07-2026 23:35,11:35:13 PM,CNR5314506072,Driver not found,CID4725314,Prime SUV,Moshi,Swargate,,,,,,,,,,,
18-07-2026 06:45,06:45:22 AM,CNR6646302605,Canceled by Customer,CID6087336,Bike,Pashan,Nigdi,,,Wrong Address,,,,,,,,
05-07-2026 14:07,02:07:23 PM,CNR5690711697,Success,CID5267614,Auto,Chakan,Swargate,40,39,,,No,,275,Cash,9,4.7,4
11-07-2026 14:08,02:08:25 PM,CNR9797673819,Success,CID3299201,Prime Sedan,Vadgaon Budruk,Chakan,254,125,,,No,,770,Debit Card,22,4.7,3.2
05-07-2026 17:45,05:45:31 PM,CNR2361853417,Success,CID4480021,Prime Sedan,Ambegaon,Bibwewadi,301,108,,,No,,445,UPI,10,3,1
21-07-2026 13:23,01:23:41 PM,CNR4775617965,Canceled by Driver,CID7920360,Prime Plus,Kharadi,Karve Nagar,,,,Customer related issue,,,,,,,
12-07-2026 04:01,04:01:46 AM,CNR4175793510,Success,CID8801203,Prime Plus,Vadgaon Budruk,Wakad,73,118,,,Yes,Customer Demand,1495,Cash,38,3,3.2
31-07-2026 17:54,05:54:22 PM,CNR2427955330,Success,CID9990534,Prime Plus,Moshi,Hadapsar,135,37,,,No,,460,UPI,10,3.8,2.5
20-07-2026 08:57,08:57:28 AM,CNR4044181784,Canceled by Driver,CID9666977,Bike,Moshi,Shivajinagar,,,,Customer related issue,,,,,,,
29-07-2026 02:45,02:45:50 AM,CNR7751767651,Success,CID3367079,eBike,Karve Nagar,Baner,155,98,,,No,,58,UPI,1,4.8,1
08-07-2026 17:09,05:09:56 PM,CNR6429961391,Success,CID2990546,Auto,Ravet,Ambegaon,118,31,,,No,,170,UPI,8,3.8,3.2
10-07-2026 03:36,03:36:19 AM,CNR9810035665,Canceled by Customer,CID1220423,Auto,Dighi,Hinjawadi,,,Driver asked to cancel,,,,,,,,
12-07-2026 04:23,04:23:45 AM,CNR9348965858,Canceled by Driver,CID2321658,Prime Plus,Koregaon Park,Karve Nagar,,,,Customer related issue,,,,,,,
26-07-2026 15:16,03:16:21 PM,CNR7294238030,Success,CID5409614,Bike,Undri,Hinjawadi,123,110,,,No,,233,Credit Card,12,2.5,3
07-07-2026 09:27,09:27:39 AM,CNR3839552455,Driver not found,CID5576183,Auto,Dhayari,Shivajinagar,,,,,,,,,,,
30-07-2026 20:01,08:01:59 PM,CNR5447524683,Success,CID6002523,Bike,Dhanori,Kondhwa,205,135,,,No,,77,Credit Card,3,4.5,4
02-07-2026 06:46,06:46:10 AM,CNR9790476075,Success,CID4716916,Auto,Dhanori,Baner,273,93,,,Yes,Customer Demand,125,Cash,5,4,4.7
27-07-2026 13:07,01:07:47 PM,CNR9417353731,Success,CID7098365,Mini,Bavdhan,Koregaon Park,168,38,,,No,,506,UPI,24,3.2,3.8
14-07-2026 00:27,12:27:20 AM,CNR5897536848,Driver not found,CID8770965,Auto,Ambegaon,Pirangut,,,,,,,,,,,
17-07-2026 07:56,07:56:18 AM,CNR1861868190,Success,CID9265695,Prime Plus,Pimpri,Swargate,67,112,,,No,,1032,Cash,25,4.5,4.5
31-07-2026 18:13,06:13:37 PM,CNR9340647565,Canceled by Driver,CID9776158,Mini,Dhankawadi,Undri,,,,Customer related issue,,,,,,,
27-07-2026 01:50,01:50:04 AM,CNR1966078002,Driver not found,CID2443656,Auto,Vadgaon Budruk,Warje,,,,,,,,,,,
28-07-2026 04:46,04:46:46 AM,CNR9595129553,Canceled by Driver,CID2666365,Bike,Chinchwad,Moshi,,,,Customer related issue,,,,,,,
19-07-2026 06:21,06:21:08 AM,CNR3876525850,Driver not found,CID6677465,Prime Sedan,Dhanori,Karve Nagar,,,,,,,,,,,
30-07-2026 23:43,11:43:49 PM,CNR5626114948,Canceled by Driver,CID4841725,Mini,Ambegaon,Ambegaon,,,,More than permitted people in there,,,,,,,
22-07-2026 07:43,07:43:28 AM,CNR9854688692,Success,CID6070221,Bike,Katraj,Warje,273,118,,,No,,131,UPI,9,4,1
26-07-2026 21:22,09:22:52 PM,CNR4981993628,Success,CID5770757,Auto,Moshi,Akurdi,83,126,,,No,,121,UPI,2,1,2
23-07-2026 09:35,09:35:14 AM,CNR1418693358,Canceled by Driver,CID3709775,Prime Sedan,Bhosari,Shivajinagar,,,,Customer related issue,,,,,,,
25-07-2026 00:56,12:56:42 AM,CNR7604118622,Canceled by Driver,CID5660725,Mini,Koregaon Park,Hadapsar,,,,Customer related issue,,,,,,,
20-07-2026 07:52,07:52:24 AM,CNR3339902353,Driver not found,CID2660147,Auto,Magarpatta,Dhanori,,,,,,,,,,,
23-07-2026 23:05,11:05:28 PM,CNR4445989743,Success,CID1992787,Prime Sedan,Warje,Chakan,177,42,,,No,,694,UPI,28,2,2.5
14-07-2026 02:19,02:19:50 AM,CNR7963654075,Success,CID2347898,eBike,Chinchwad,Sinhagad Road,280,77,,,No,,58,UPI,1,4.7,3.8
23-07-2026 11:18,11:18:46 AM,CNR1907483952,Success,CID5884091,Prime SUV,Kothrud,Kalyani Nagar,226,79,,,No,,850,UPI,25,3.5,2.5
10-07-2026 04:14,04:14:31 AM,CNR1858301591,Driver not found,CID9826683,Auto,Fatima Nagar,Karve Nagar,,,,,,,,,,,
20-07-2026 16:27,04:27:44 PM,CNR7927496995,Success,CID1258451,Prime Plus,Yerawada,Nigdi,259,77,,,No,,700,Credit Card,25,3,4
17-07-2026 11:30,11:30:24 AM,CNR2744834862,Success,CID4150584,Auto,Sinhagad Road,Yerawada,250,41,,,No,,412,Cash,16,3.8,4.5
28-07-2026 16:39,04:39:21 PM,CNR3258382211,Canceled by Driver,CID6295566,Prime Plus,Dhankawadi,Viman Nagar,,,,Customer related issue,,,,,,,
21-07-2026 13:01,01:01:57 PM,CNR1927114179,Driver not found,CID5651853,Prime Plus,Chinchwad,Kondhwa,,,,,,,,,,,
19-07-2026 15:29,03:29:01 PM,CNR9557620706,Success,CID1144390,Prime Sedan,Mundhwa,Kalyani Nagar,142,126,,,No,,889,UPI,23,2,4.8
10-07-2026 08:47,08:47:31 AM,CNR9679205815,Success,CID1662567,Prime Sedan,Narhe,Kalyani Nagar,306,119,,,No,,964,UPI,29,4.5,2
26-07-2026 14:47,02:47:10 PM,CNR7195129828,Driver not found,CID7550899,Auto,Kondhwa,Kothrud,,,,,,,,,,,
03-07-2026 16:26,04:26:50 PM,CNR5234186621,Success,CID7604482,Auto,Keshav Nagar,Lohegaon,216,41,,,No,,326,UPI,12,3.2,1
28-07-2026 06:57,06:57:04 AM,CNR8269503539,Success,CID1023841,Prime Plus,Pashan,Kothrud,239,140,,,No,,518,UPI,18,3.5,5
20-07-2026 20:24,08:24:00 PM,CNR9320796697,Success,CID8598072,Prime Plus,Punawale,Vadgaon Budruk,117,109,,,No,,544,UPI,19,2.5,2.5
06-07-2026 10:05,10:05:14 AM,CNR6812155675,Canceled by Driver,CID8251229,Prime Plus,Kondhwa,Viman Nagar,,,,More than permitted people in there,,,,,,,
28-07-2026 19:46,07:46:46 PM,CNR4256473810,Success,CID9627964,Prime Sedan,Chakan,Nigdi,69,18,,,No,,602,Cash,24,3.2,4.5
11-07-2026 07:25,07:25:35 AM,CNR7607377231,Success,CID9654476,Mini,Chakan,Vishrantwadi,117,51,,,No,,284,Cash,8,4.8,4
05-07-2026 10:29,10:29:35 AM,CNR6517138921,Success,CID1173544,Prime Sedan,Vishrantwadi,Pashan,208,136,,,No,,361,UPI,9,4.2,4.7
10-07-2026 01:45,01:45:52 AM,CNR1230647028,Canceled by Driver,CID1307420,Auto,Undri,Bibwewadi,,,,Personal & Car related issues,,,,,,,
30-07-2026 11:53,11:53:55 AM,CNR1252509468,Canceled by Driver,CID7348142,Auto,Koregaon Park,Keshav Nagar,,,,The customer was coughing/sick,,,,,,,
24-07-2026 13:14,01:14:14 PM,CNR4962640779,Driver not found,CID6129985,Auto,Warje,Akurdi,,,,,,,,,,,
29-07-2026 21:05,09:05:36 PM,CNR9914950546,Success,CID5242369,Prime SUV,Mundhwa,Lohegaon,102,78,,,No,,754,Cash,22,3.8,2.5
10-07-2026 08:47,08:47:05 AM,CNR9434691726,Success,CID7026402,Prime Plus,Chinchwad,Wagholi,197,130,,,No,,1412,Cash,37,5,4.7
03-07-2026 23:15,11:15:50 PM,CNR1575979761,Success,CID8840229,Bike,Shivajinagar,Wakad,53,116,,,No,,113,UPI,4,3.2,3
18-07-2026 16:53,04:53:25 PM,CNR6832454631,Driver not found,CID3401597,Mini,Yerawada,Tathawade,,,,,,,,,,,
16-07-2026 15:19,03:19:23 PM,CNR8491531216,Success,CID7068672,Prime Sedan,Undri,Katraj,249,62,,,Yes,Customer Demand,694,UPI,28,3,5
23-07-2026 17:24,05:24:13 PM,CNR2071671249,Success,CID5712042,Prime Sedan,Pirangut,Swargate,60,67,,,No,,487,Credit Card,19,4.8,4.2
18-07-2026 12:03,12:03:46 PM,CNR8700254822,Canceled by Driver,CID3274230,Bike,Dighi,Kothrud,,,,The customer was coughing/sick,,,,,,,
12-07-2026 12:03,12:03:28 PM,CNR2993749724,Canceled by Driver,CID4983728,Mini,Lohegaon,Pashan,,,,Customer related issue,,,,,,,
01-07-2026 12:39,12:39:06 PM,CNR5971836531,Canceled by Driver,CID1413799,Mini,Yerawada,Swargate,,,,The customer was coughing/sick,,,,,,,
15-07-2026 16:18,04:18:01 PM,CNR4901488792,Success,CID9628195,Prime Sedan,Wagholi,Camp,73,30,,,No,,257,Cash,9,3.2,2
04-07-2026 21:18,09:18:14 PM,CNR8972628137,Canceled by Driver,CID1133875,Bike,Shivajinagar,Wakad,,,,The customer was coughing/sick,,,,,,,
29-07-2026 21:34,09:34:07 PM,CNR7505823853,Success,CID1297914,Prime Sedan,Fatima Nagar,Ambegaon,34,33,,,No,,786,UPI,32,3.5,4.5
29-07-2026 12:15,12:15:06 PM,CNR3213486599,Canceled by Driver,CID2699090,Auto,Camp,Pimpri,,,,The customer was coughing/sick,,,,,,,
25-07-2026 23:58,11:58:32 PM,CNR4490768286,Success,CID4300403,Bike,Bhosari,Dhanori,173,136,,,No,,154,Debit Card,8,4,3.5
05-07-2026 14:29,02:29:26 PM,CNR7069093334,Success,CID8046172,Prime Sedan,Vadgaon Budruk,Bibwewadi,160,118,,,No,,915,Credit Card,28,5,1
05-07-2026 18:52,06:52:32 PM,CNR4245658263,Driver not found,CID1284100,Bike,Undri,Sinhagad Road,,,,,,,,,,,
18-07-2026 19:01,07:01:07 PM,CNR3411823317,Driver not found,CID4479693,Prime Plus,Akurdi,Bibwewadi,,,,,,,,,,,
23-07-2026 06:08,06:08:04 AM,CNR4380763999,Success,CID2447355,eBike,Karve Nagar,Sinhagad Road,287,67,,,No,,90,Credit Card,5,3.2,3.8
28-07-2026 23:28,11:28:08 PM,CNR7388812759,Canceled by Customer,CID9599926,Prime Plus,Undri,Pashan,,,AC is not working,,,,,,,,
28-07-2026 01:06,01:06:10 AM,CNR2251548547,Canceled by Driver,CID3448906,Mini,Dhayari,Vadgaon Budruk,,,,More than permitted people in there,,,,,,,
05-07-2026 13:02,01:02:18 PM,CNR5363200001,Success,CID1337465,Bike,Kondhwa,Punawale,95,58,,,No,,108,UPI,3,4,4.5
31-07-2026 18:40,06:40:47 PM,CNR8503506117,Success,CID3000297,Bike,Wakad,Yerawada,163,116,,,No,,101,UPI,3,4.7,2.5
05-07-2026 20:59,08:59:59 PM,CNR7382280821,Canceled by Driver,CID5449786,Prime Sedan,Baner,Pisoli,,,,More than permitted people in there,,,,,,,
26-07-2026 18:36,06:36:08 PM,CNR3176547686,Success,CID5719250,Prime Sedan,Koregaon Park,Akurdi,161,49,,,No,,764,UPI,23,3.5,1
19-07-2026 02:50,02:50:16 AM,CNR2156348624,Canceled by Driver,CID8618660,Prime Sedan,Yerawada,Aundh,,,,Personal & Car related issues,,,,,,,
21-07-2026 02:14,02:14:42 AM,CNR4508003094,Success,CID7852661,Mini,Viman Nagar,Bhosari,194,82,,,No,,354,Cash,16,2.5,3.8
19-07-2026 17:47,05:47:36 PM,CNR1868126171,Success,CID7462234,Auto,Pirangut,Chinchwad,231,101,,,No,,267,UPI,8,4.5,4
27-07-2026 06:38,06:38:25 AM,CNR5908792675,Success,CID6137439,Bike,Bibwewadi,Tathawade,42,117,,,No,,68,Cash,2,4,4.8
20-07-2026 15:01,03:01:19 PM,CNR4610566983,Canceled by Driver,CID8385685,Prime Sedan,Warje,Bavdhan,,,,More than permitted people in there,,,,,,,
26-07-2026 08:37,08:37:26 AM,CNR9734366991,Success,CID8158328,Bike,Shivajinagar,Narhe,178,29,,,Yes,Other Issue,168,UPI,8,3.8,4
05-07-2026 09:24,09:24:06 AM,CNR3418277900,Canceled by Driver,CID7002968,Auto,Pashan,Chakan,,,,The customer was coughing/sick,,,,,,,
27-07-2026 15:08,03:08:46 PM,CNR2053601786,Success,CID6202352,Auto,Kharadi,Kondhwa,39,90,,,Yes,Vehicle Breakdown,230,UPI,12,4,4.8
31-07-2026 06:07,06:07:59 AM,CNR2973553062,Success,CID5064668,Auto,Wagholi,Wanowrie,148,78,,,No,,219,UPI,6,2.5,4.8
21-07-2026 10:45,10:45:37 AM,CNR2947346125,Success,CID4645473,Prime Sedan,Bavdhan,Shivajinagar,238,120,,,No,,533,UPI,21,4,3.2
31-07-2026 07:58,07:58:05 AM,CNR8096215979,Success,CID3756985,Auto,Lohegaon,Aundh,167,144,,,No,,140,Credit Card,3,4.2,1
07-07-2026 11:12,11:12:29 AM,CNR5421373915,Canceled by Driver,CID1828679,Prime Sedan,Undri,Warje,,,,Customer related issue,,,,,,,
26-07-2026 23:25,11:25:18 PM,CNR7899796608,Canceled by Customer,CID1267039,Prime Sedan,Bhosari,Kondhwa,,,AC is not working,,,,,,,,
05-07-2026 08:39,08:39:27 AM,CNR4982148203,Success,CID1655115,Prime Plus,Magarpatta,Warje,250,101,,,No,,592,Cash,16,2,4.7
17-07-2026 06:02,06:02:23 AM,CNR5154895683,Success,CID7533218,Bike,Camp,Kharadi,270,43,,,No,,201,Credit Card,12,4.5,2
21-07-2026 08:57,08:57:53 AM,CNR8046107864,Success,CID9821598,Prime Sedan,Katraj,Baner,26,18,,,No,,326,UPI,12,4.8,2
21-07-2026 23:23,11:23:42 PM,CNR9803942013,Success,CID7833529,Prime Plus,Aundh,Dhankawadi,103,71,,,No,,414,UPI,14,1,1
21-07-2026 09:09,09:09:22 AM,CNR8761953783,Success,CID6662871,Auto,Karve Nagar,Magarpatta,109,46,,,No,,260,UPI,14,3,3.2
10-07-2026 05:20,05:20:03 AM,CNR7852257473,Canceled by Driver,CID7347062,Mini,Wagholi,Bhosari,,,,Personal & Car related issues,,,,,,,
31-07-2026 18:44,06:44:49 PM,CNR8617899370,Canceled by Driver,CID5225732,Prime SUV,Kharadi,Swargate,,,,More than permitted people in there,,,,,,,
01-07-2026 20:53,08:53:59 PM,CNR5934762041,Driver not found,CID7881502,Mini,Kondhwa,Narhe,,,,,,,,,,,
19-07-2026 19:59,07:59:48 PM,CNR1951517588,Success,CID7435479,Bike,Undri,Vishrantwadi,184,67,,,No,,116,UPI,4,4.8,3.5
26-07-2026 07:58,07:58:31 AM,CNR7067273297,Success,CID2026391,Mini,Karve Nagar,Fatima Nagar,66,100,,,No,,782,Cash,24,4.5,2.5
28-07-2026 05:56,05:56:17 AM,CNR5701683189,Success,CID2431525,Auto,Shivajinagar,Wagholi,247,37,,,No,,125,Cash,5,3.5,4.7
23-07-2026 03:42,03:42:54 AM,CNR2267811750,Canceled by Customer,CID5323238,Prime Plus,Akurdi,Aundh,,,Wrong Address,,,,,,,,
18-07-2026 21:29,09:29:05 PM,CNR8929896073,Success,CID2596109,Mini,Aundh,Punawale,48,21,,,No,,278,UPI,8,5,4.5
14-07-2026 07:52,07:52:21 AM,CNR9778201198,Success,CID8152789,Mini,Dhankawadi,Keshav Nagar,207,26,,,No,,449,UPI,21,2,1
14-07-2026 20:49,08:49:10 PM,CNR8815067800,Success,CID8461706,Auto,Chakan,Kondhwa,64,86,,,No,,155,Credit Card,7,4.7,3.2
13-07-2026 05:19,05:19:51 AM,CNR5598074105,Success,CID1654977,Auto,Ravet,Sinhagad Road,307,23,,,No,,125,UPI,5,3,3.5
22-07-2026 05:44,05:44:23 AM,CNR9698419130,Success,CID7476186,Prime SUV,Undri,Dhayari,287,117,,,No,,946,UPI,28,4.5,3
24-07-2026 03:49,03:49:19 AM,CNR1488312549,Success,CID3655286,Prime SUV,Ravet,Pashan,158,102,,,No,,2421,Credit Card,46,3,3.5
17-07-2026 23:42,11:42:04 PM,CNR4674587744,Canceled by Driver,CID4610366,Auto,Bhosari,Dhayari,,,,More than permitted people in there,,,,,,,
24-07-2026 21:53,09:53:22 PM,CNR7020370864,Success,CID9064863,Auto,Kothrud,Pisoli,174,59,,,No,,215,UPI,6,4.5,3.5
17-07-2026 01:38,01:38:17 AM,CNR1569897989,Success,CID8583343,Prime Sedan,Nigdi,Kondhwa,184,97,,,Yes,Customer Demand,1045,Debit Card,29,2,4.8
04-07-2026 01:10,01:10:53 AM,CNR7090837725,Success,CID6940568,Mini,Camp,Kharadi,102,112,,,No,,364,UPI,10,4.2,3.5
26-07-2026 05:18,05:18:04 AM,CNR9624189140,Success,CID9082820,Prime Plus,Ambegaon,Chinchwad,174,85,,,No,,512,UPI,11,4.8,4.7
27-07-2026 10:59,10:59:27 AM,CNR7021888310,Success,CID1351379,Bike,Fatima Nagar,Aundh,33,124,,,Yes,Customer Demand,122,UPI,8,1,3.5
09-07-2026 18:28,06:28:41 PM,CNR4914929545,Success,CID1229721,Prime SUV,Wanowrie,Kharadi,226,109,,,No,,882,Credit Card,26,4.5,5
25-07-2026 06:12,06:12:59 AM,CNR2484949804,Driver not found,CID3309002,Bike,Magarpatta,Vadgaon Budruk,,,,,,,,,,,
17-07-2026 19:00,07:00:20 PM,CNR9218565038,Success,CID1733160,Auto,Baner,Bhosari,167,71,,,No,,195,UPI,5,4.7,3.2
05-07-2026 08:08,08:08:55 AM,CNR4689659377,Canceled by Driver,CID4937516,Prime Sedan,Kalyani Nagar,Hinjawadi,,,,The customer was coughing/sick,,,,,,,
12-07-2026 13:41,01:41:37 PM,CNR6258612420,Canceled by Driver,CID3767771,Prime Sedan,Punawale,Moshi,,,,The customer was coughing/sick,,,,,,,
03-07-2026 16:25,04:25:04 PM,CNR3239082557,Success,CID7502914,Auto,Kondhwa,Dhankawadi,229,123,,,No,,270,Credit Card,9,4.2,4.8
25-07-2026 03:09,03:09:28 AM,CNR1371084144,Success,CID6151774,Prime Plus,Hadapsar,Dhankawadi,108,29,,,Yes,Other Issue,743,UPI,16,3.2,4.8
06-07-2026 05:41,05:41:58 AM,CNR3327674900,Success,CID5093236,Mini,Karve Nagar,Chinchwad,86,79,,,No,,354,Debit Card,16,4.8,4.5
05-07-2026 14:40,02:40:55 PM,CNR5528653087,Success,CID6675202,Auto,Warje,Sinhagad Road,111,80,,,No,,354,UPI,15,3,2.5
07-07-2026 05:38,05:38:59 AM,CNR1229883186,Success,CID3994663,Mini,Warje,Kharadi,271,58,,,No,,316,UPI,14,4.7,4.7
08-07-2026 21:54,09:54:01 PM,CNR1879557533,Driver not found,CID5111339,Prime Plus,Pashan,Dhanori,,,,,,,,,,,
21-07-2026 23:36,11:36:42 PM,CNR1744661285,Success,CID7440999,Mini,Pimpri,Undri,182,58,,,No,,183,UPI,7,3.2,2.5
20-07-2026 20:37,08:37:53 PM,CNR2066181432,Success,CID8215892,Prime Sedan,Lohegaon,Ambegaon,238,143,,,Yes,Customer Demand,648,Cash,26,4.7,4
05-07-2026 08:21,08:21:14 AM,CNR2242312078,Canceled by Driver,CID1787544,Bike,Ravet,Kalyani Nagar,,,,Personal & Car related issues,,,,,,,
23-07-2026 13:00,01:00:31 PM,CNR3473960708,Success,CID7877308,Prime Sedan,Bavdhan,Bibwewadi,89,40,,,No,,740,UPI,30,3.5,4.8
11-07-2026 19:38,07:38:56 PM,CNR6229124889,Canceled by Customer,CID8986243,Mini,Camp,Swargate,,,Driver asked to cancel,,,,,,,,
15-07-2026 11:26,11:26:02 AM,CNR5280891133,Success,CID1373339,Auto,Yerawada,Dighi,73,66,,,No,,245,Credit Card,13,2.5,4.5
05-07-2026 01:48,01:48:08 AM,CNR7752479982,Success,CID2522016,Auto,Kharadi,Magarpatta,265,135,,,No,,267,UPI,8,4.5,2
23-07-2026 01:09,01:09:57 AM,CNR8330635654,Driver not found,CID5093149,Auto,Karve Nagar,Vishrantwadi,,,,,,,,,,,
12-07-2026 21:46,09:46:35 PM,CNR2749952521,Canceled by Customer,CID3845924,eBike,Pirangut,Pashan,,,Driver is not moving towards pickup location,,,,,,,,
20-07-2026 16:44,04:44:35 PM,CNR4124842854,Canceled by Customer,CID1070214,Prime Plus,Akurdi,Dighi,,,Driver asked to cancel,,,,,,,,
13-07-2026 22:21,10:21:35 PM,CNR6529207362,Success,CID5100645,Mini,Pashan,Sinhagad Road,85,55,,,No,,240,UPI,10,2.5,4.2
03-07-2026 14:27,02:27:38 PM,CNR7152008824,Driver not found,CID6076714,eBike,Punawale,Warje,,,,,,,,,,,
23-07-2026 09:10,09:10:22 AM,CNR4283109802,Success,CID8774451,Auto,Wakad,Ambegaon,104,76,,,Yes,Other Issue,140,UPI,6,4,3
18-07-2026 21:37,09:37:22 PM,CNR3539234280,Success,CID4844637,Auto,Vishrantwadi,Katraj,308,145,,,No,,351,UPI,13,4.7,3.5
14-07-2026 18:34,06:34:09 PM,CNR6752661337,Success,CID2505291,Mini,Wanowrie,Shivajinagar,105,107,,,No,,506,UPI,24,4,4.2
07-07-2026 03:35,03:35:50 AM,CNR2128028613,Success,CID5017856,Prime Plus,Sinhagad Road,Ambegaon,87,20,,,No,,648,Credit Card,23,3.2,1
19-07-2026 16:14,04:14:54 PM,CNR8597648929,Success,CID8444098,Prime Sedan,Undri,Dhankawadi,168,105,,,No,,363,UPI,9,5,4.8
10-07-2026 22:12,10:12:03 PM,CNR4235367809,Driver not found,CID4529816,Auto,Yerawada,Dhayari,,,,,,,,,,,
13-07-2026 08:56,08:56:46 AM,CNR7208527669,Canceled by Driver,CID1161871,Auto,Kharadi,Pimpri,,,,Customer related issue,,,,,,,
03-07-2026 04:12,04:12:16 AM,CNR8447869762,Canceled by Driver,CID9320097,Prime Plus,Ambegaon,Moshi,,,,Customer related issue,,,,,,,
24-07-2026 11:46,11:46:18 AM,CNR1880667802,Canceled by Driver,CID1539717,Mini,Vishrantwadi,Narhe,,,,Customer related issue,,,,,,,
04-07-2026 12:57,12:57:32 PM,CNR3823557088,Canceled by Driver,CID4713539,Auto,Bhosari,Kondhwa,,,,Personal & Car related issues,,,,,,,
28-07-2026 00:18,12:18:07 AM,CNR3377561942,Driver not found,CID9912942,Bike,Bavdhan,Katraj,,,,,,,,,,,
27-07-2026 10:11,10:11:48 AM,CNR2649038099,Success,CID7277973,Prime Plus,Hadapsar,Wagholi,85,138,,,No,,518,Credit Card,18,4.5,2
31-07-2026 04:14,04:14:41 AM,CNR1517235424,Canceled by Customer,CID8132036,Mini,Magarpatta,Akurdi,,,Change of plans,,,,,,,,
28-07-2026 23:25,11:25:30 PM,CNR4125522455,Success,CID8807180,Auto,Baner,Katraj,72,75,,,No,,200,Debit Card,10,3.5,2.5
31-07-2026 01:49,01:49:14 AM,CNR5616356624,Success,CID2671310,Prime Sedan,Mundhwa,Koregaon Park,228,107,,,No,,668,Cash,17,4.7,4.5
27-07-2026 12:30,12:30:37 PM,CNR8189554645,Success,CID6762977,Bike,Baner,Kharadi,265,99,,,No,,95,UPI,5,3,4
04-07-2026 18:38,06:38:26 PM,CNR1385912737,Canceled by Customer,CID3257878,Mini,Dhankawadi,Akurdi,,,AC is not working,,,,,,,,
14-07-2026 05:56,05:56:57 AM,CNR5907291885,Success,CID6472505,Auto,Karve Nagar,Koregaon Park,117,124,,,No,,200,Cash,10,4.8,4.2
03-07-2026 01:01,01:01:56 AM,CNR9521551855,Driver not found,CID2010262,Auto,Dhayari,Mundhwa,,,,,,,,,,,
18-07-2026 22:43,10:43:57 PM,CNR6197088937,Canceled by Driver,CID9089769,Bike,Kalyani Nagar,Kothrud,,,,More than permitted people in there,,,,,,,
17-07-2026 13:12,01:12:50 PM,CNR5869701758,Canceled by Customer,CID6366709,eBike,Pisoli,Hadapsar,,,Driver asked to cancel,,,,,,,,
29-07-2026 23:05,11:05:36 PM,CNR7149114811,Canceled by Driver,CID3687546,Prime Plus,Dhankawadi,Akurdi,,,,More than permitted people in there,,,,,,,
31-07-2026 09:34,09:34:34 AM,CNR9650509478,Success,CID2767688,Mini,Kalyani Nagar,Aundh,236,110,,,No,,224,Cash,6,5,4.2
